case_id,country_code,country_name,forecast_origin,target_timestamp,horizon,actual_MW,lag_1h,lag_2h,lag_6h,lag_12h,lag_24h,lag_48h,lag_168h,rolling_mean_24h,rolling_std_24h,rolling_mean_168h,rolling_max_24h,rolling_min_24h,solar_mw_lag1h,wind_onshore_mw_lag1h,wind_offshore_mw_lag1h,nuclear_mw_lag1h,gas_mw_lag1h,coal_mw_lag1h,hydro_reservoir_mw_lag1h,hydro_river_mw_lag1h,biomass_mw_lag1h,oil_mw_lag1h,other_mw_lag1h,waste_mw_lag1h,hydro_pumped_mw_lag1h,total_gen_mw_lag1h,solar_share,wind_share,hydro_share,renewable_share,fossil_share,hour,dayofweek,month,year,quarter,day_of_year,week_of_year,is_weekend,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos,is_holiday,hour_x_weekend,peat_mw_lag1h,gas_share,peat_share
LIVE_FR_h24_01,FR,France,2026-08-24 00:00:00+00:00,2026-08-25 00:00:00+00:00,24,35953.275,35925.4975,37676.74,40727.1975,37538.2075,33296.8575,34709.015,35887.07,36074.05260416667,3462.124084593956,41120.07270833333,41176.945,30658.8875,0.0,9436.4975,1785.885,37345.7825,466.8,0.0,665.335,2192.475,292.37,36.9225,0.0,458.5475,115.1325,52795.747500000005,0.0,0.2125622428207877,0.0541295489755117,0.2722295484120193,0.0095409672909735,2,0,8,2026,3,236,35,0,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_02,FR,France,2026-08-24 01:00:00+00:00,2026-08-25 01:00:00+00:00,24,34343.4225,34002.2575,35925.4975,40424.435,37124.3375,31585.3825,32877.0775,34129.432499999995,36103.44427083333,3440.4484193277603,41108.85358630952,41176.945,30658.8875,0.0,8985.1575,1777.695,37478.8625,304.065,0.0,545.71,2130.37,292.755,36.975,0.0,447.095,102.5525,52101.2375,0.0,0.206575755518283,0.0513630794278159,0.2635577993708882,0.0065457178440339,3,0,8,2026,3,236,35,0,0.7071067811865475,0.7071067811865476,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_03,FR,France,2026-08-24 02:00:00+00:00,2026-08-25 02:00:00+00:00,24,34047.8775,32714.285,34002.2575,40647.55,36320.61,30820.7475,32241.865,34044.4275,36150.481875000005,3383.2334676879914,41100.43008928571,41176.945,30658.8875,0.0,8593.205,1739.3,38002.73,287.09000000000003,0.0,382.97,2075.8,292.02,36.98,0.0,446.605,112.68,51969.38000000001,0.0,0.1988190930890458,0.0473118978906425,0.2517500689829279,0.0062357873039855,4,0,8,2026,3,236,35,0,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_04,FR,France,2026-08-24 03:00:00+00:00,2026-08-25 03:00:00+00:00,24,35467.825,32861.965,32714.285,39894.5025,37111.67,30658.8875,32687.0475,35225.1675,36235.53260416666,3267.0878384850903,41093.39162202381,41176.945,30658.8875,0.0,7883.297500000001,1767.485,38373.065,266.3175,0.0,378.4475,2050.4475,292.58500000000004,36.99,0.0,449.37,59.7275,51557.732500000006,0.0,0.1871839980549959,0.0471101982617253,0.239969096779033,0.0058828712065644,5,0,8,2026,3,236,35,0,0.9659258262890684,0.2588190451025207,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_05,FR,France,2026-08-24 04:00:00+00:00,2026-08-25 04:00:00+00:00,24,38125.49,34358.427500000005,32861.965,37676.74,39245.8375,31408.0425,33216.6375,37350.965,36389.68010416667,3074.107334784097,41088.232455357145,41176.945,31351.73,0.0,7551.3175,1793.175,38368.2675,267.5075,0.0,581.9825000000001,2096.2625,292.29,37.0,0.0,449.6075,122.89,51560.3,0.0,0.1812342538736198,0.0519439374867873,0.2388470877787755,0.0059058519830179,6,0,8,2026,3,236,35,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_06,FR,France,2026-08-24 05:00:00+00:00,2026-08-25 05:00:00+00:00,24,40452.585,37175.71,34358.427500000005,35925.4975,41176.945,31351.73,33607.585,39169.9125,36629.99958333333,2887.5156522148923,41087.18927083333,41176.945,31351.73,238.705,7489.3525,1738.855,38448.6625,275.52,0.0,768.4125,2141.1375,292.11249999999995,37.0,0.0,450.2425,325.2275,52205.22750000001,0.0045724348198655,0.1767678821052929,0.0557329244470776,0.2426687059260492,0.0059863736825972,7,0,8,2026,3,236,35,0,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_07,FR,France,2026-08-24 06:00:00+00:00,2026-08-25 06:00:00+00:00,24,43097.2475,39508.0875,37175.71,34002.2575,40727.1975,32528.535,34893.9075,41796.53,36969.8478125,2714.049672497073,41089.2022172619,41176.945,32528.535,679.9100000000001,7746.5625,1758.0975,38502.1725,590.6375,0.0,825.6525,2262.815,293.015,36.98,0.0,450.7375,767.09,53913.67000000001,0.0126110873179288,0.1762940641955926,0.0572854250137302,0.2516254690137027,0.011641157057199,8,0,8,2026,3,236,35,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_08,FR,France,2026-08-24 07:00:00+00:00,2026-08-25 07:00:00+00:00,24,44251.4325,42668.3425,39508.0875,32714.285,40424.435,33420.4075,36452.575,43493.0875,37392.339791666665,2781.015643655635,41094.39157738096,42668.3425,32714.285,2876.135,7442.8875,1776.7,38436.3425,656.875,0.0,852.3775,2294.84,293.345,36.795,0.0,452.31,727.5,55846.10749999999,0.0515010826851271,0.1650891693749649,0.056355181066111,0.2781981716451769,0.0124210984624129,9,0,8,2026,3,236,35,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_09,FR,France,2026-08-24 08:00:00+00:00,2026-08-25 08:00:00+00:00,24,45071.22,44341.4725,42668.3425,32861.965,40647.55,35027.815,37496.83,44737.7375,37847.38416666667,2988.5850535074305,41099.44148809524,44341.4725,32714.285,6395.3150000000005,6845.97,1668.3075,38353.215,573.1875,0.0,571.9525,2130.05,293.03,36.75,0.0,454.0125,485.5875,57807.3775,0.1106314674108854,0.1472870396170454,0.0467414820885102,0.3097290652910175,0.0105512051640813,10,0,8,2026,3,236,35,0,0.4999999999999999,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_10,FR,France,2026-08-24 09:00:00+00:00,2026-08-25 09:00:00+00:00,24,46145.155,45632.6275,44341.4725,34358.427500000005,39894.5025,36107.66,38646.115000000005,46067.4725,38289.25135416666,3319.257768704104,41104.76821428571,45632.6275,32714.285,10488.45,6652.8425,1097.195,37963.605,573.0,0.0,266.5875,2060.855,293.0325,36.815,0.0,451.8875,76.255,59960.525,0.1749225844837082,0.1292523289280739,0.0388162461886382,0.3478782498985792,0.0101702745264488,11,0,8,2026,3,236,35,0,0.258819045102521,-0.9659258262890682,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_11,FR,France,2026-08-24 10:00:00+00:00,2026-08-25 10:00:00+00:00,24,47751.4975,47150.9725,45632.6275,37175.71,37676.74,38349.5025,40522.15,47559.0275,38749.389375000006,3742.187060949089,41111.21761904762,47150.9725,32714.285,13481.135,6553.9175,796.1800000000001,37874.9825,517.5525,0.0,165.515,2005.7275,292.44,36.9575,0.0,454.5275,1.4375,62180.37249999999,0.2168069192573589,0.1182060705731539,0.0349184543723986,0.3746345360024982,0.0089177658110684,12,0,8,2026,3,236,35,0,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_12,FR,France,2026-08-24 11:00:00+00:00,2026-08-25 11:00:00+00:00,24,47053.65,48630.4125,47150.9725,39508.0875,35925.4975,37408.165,39720.7375,46887.585,39177.760625,4248.589710747763,41117.59491071429,48630.4125,32714.285,14761.7675,6560.2,609.2950000000001,37476.6275,429.195,0.0,415.13,1933.59,292.0425,214.14,0.0,454.7575,50.39,63197.135,0.2335828594128515,0.1134465193714873,0.0371649759122783,0.3888154898161126,0.0101798127399287,13,0,8,2026,3,236,35,0,-0.2588190451025208,-0.9659258262890684,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_13,FR,France,2026-08-24 12:00:00+00:00,2026-08-25 12:00:00+00:00,24,46952.4325,48531.865,48630.4125,42668.3425,34002.2575,37538.2075,39785.6275,47874.6875,39641.248125,4636.218184623044,41127.38229166666,48630.4125,32714.285,15158.3325,6758.675,600.385,36394.82,468.4825,0.0,625.5450000000001,1869.6025,291.4175,273.235,0.0,461.9175,31.6075,62934.02,0.2408607061808541,0.116932940244402,0.0396470382791374,0.4020712088628694,0.0117856367668869,14,0,8,2026,3,236,35,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
LIVE_FR_h24_14,FR,France,2026-08-24 13:00:00+00:00,2026-08-25 13:00:00+00:00,24,46309.6675,49710.075,48531.865,44341.4725,32714.285,37124.3375,38732.315,47505.245,40148.40927083333,5043.977617675088,41138.30721726191,49710.075,32714.285,14467.665,7177.389999999999,620.6675,36058.925,444.03,0.0,819.4075,1879.3275,290.78,270.7175,0.0,463.6925,38.19,62530.7925,0.2313686492938659,0.1247074791191875,0.0431584966718597,0.4038848140298237,0.0114303285057517,15,0,8,2026,3,236,35,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,,,
